1603791124.3693292,0.3,0.3
1603791124.8710659,0.3,0.3
1603791125.3731194,0.3,0.3
1603791125.8749003,0.3,0.0375
1603791126.377068,0.3,0.18
1603791126.8786688,0.3,0.144
1603791127.3804002,0.3,0.18
1603791127.8819718,0.3,0.144
1603791128.3835132,0.3,0.18
1603791128.8850918,0.3,0.144
1603791129.3866653,0.3,0.11249999999999999
1603791129.8883107,0.3,0.144
1603791130.389875,0.3,0.18
1603791130.8914182,0.3,0.0375
1603791131.3930175,0.3,0.18
1603791131.8946257,0.3,0.0375
1603791132.3963187,0.3,0.18
1603791132.8984642,0.3,0.18
1603791133.401154,0.3,0.144
1603791133.9038684,0.3,0.18
1603791134.4060266,0.3,0.3
1603791134.907895,0.3,0.144
1603791135.4100316,0.3,0.18
1603791135.9120264,0.11249999999999999,0.3
1603791136.413527,0.3,0.144
1603791136.9150496,0.3,0.3
1603791137.4165695,0.3,0.18
1603791137.917841,0.3,0.3
1603791138.4193187,0.3,0.3
1603791138.9208527,0.3,0.3
1603791139.422472,0.3,0.3
1603791139.924047,0.3,0.3
1603791140.4256117,0.3,0.3
1603791140.9272683,0.3,0.3
1603791141.4295743,0.3,0.18
1603791141.9314334,0.3,0.144
1603791142.4331403,0.3,0.18
1603791142.9348984,0.3,0.18
1603791143.4370978,0.3,0.0375
1603791143.9389703,0.3,0.18
1603791144.4408054,0.3,0.144
1603791144.9423878,0.3,0.0375
1603791145.4439864,0.3,0.144
1603791145.9455855,0.3,0.0375
1603791146.447158,0.3,0.0375
1603791146.9487512,0.3,0.18
1603791147.4503462,0.3,0.0375
1603791147.9519732,0.3,0.18
1603791148.4536169,0.3,0.144
1603791148.9553,0.3,0.144
1603791149.4570782,0.3,0.144
1603791149.9592915,0.3,0.3
1603791150.4614828,0.3,0.18
1603791150.9636796,0.3,0.18
1603791151.4662118,0.18,0.3
1603791151.9687147,0.3,0.18
1603791152.4709132,0.3,0.3
1603791152.9735677,0.3,0.3
1603791153.475065,0.3,0.18
1603791153.9765713,0.3,0.18
1603791154.4778621,0.135,0.3
1603791154.9793615,0.3,0.3
1603791155.4808598,0.3,0.3
1603791155.98234,0.3,0.3
1603791156.483846,0.3,0.3
1603791156.9854965,0.3,0.3
1603791157.4871972,0.3,0.3
1603791157.9886966,0.3,0.3
1603791158.4902217,0.3,0.18
1603791158.991882,0.3,0.0375
1603791159.493707,0.3,0.18
1603791159.9954739,0.3,0.18
1603791160.4972367,0.3,0.0375
1603791160.999138,0.3,0.0375
1603791161.5008512,0.3,0.18
1603791162.0024395,0.3,0.18
1603791162.5043156,0.3,0.0375
1603791163.0059824,0.3,0.18
1603791163.507817,0.3,0.0375
1603791164.0094128,0.3,0.0375
1603791164.5109668,0.3,0.144
1603791165.01255,0.3,0.144
1603791165.514104,0.3,0.18
1603791166.0157125,0.3,0.18
1603791166.5173016,0.3,0.18
1603791167.0189571,0.3,0.3
1603791167.5205634,0.3,0.18
1603791168.0228486,0.3,0.3
1603791168.5250704,0.3,0.144
1603791169.027379,0.3,0.3
1603791169.53007,0.3,0.18
1603791170.0323749,0.3,0.3
1603791170.5347571,0.3,0.3
1603791171.0362806,0.3,0.3
1603791171.537853,0.18,0.3
1603791172.0393696,0.3,0.18
1603791172.5408769,0.3,0.18
1603791173.0423536,0.18,0.3
1603791173.5438204,0.3,0.3
1603791174.0453134,0.3,0.144
1603791174.546808,0.3,0.144
1603791175.0484333,0.3,0.18
1603791175.5501509,0.3,0.144
1603791176.0518734,0.3,0.144
1603791176.553618,0.3,0.3
1603791177.0552588,0.3,0.0
1603791177.5570104,0.3,0.0375
1603791178.0592434,0.3,0.18
1603791178.5609078,0.3,0.0375
1603791179.0625148,0.3,0.0375
1603791179.563977,0.3,0.18
1603791180.065669,0.3,0.0375
1603791180.5674736,0.3,0.18
1603791181.0691488,0.3,0.18
1603791181.5707333,0.3,0.18
1603791182.0723302,0.3,0.18
1603791182.573916,0.3,0.3
1603791183.0755863,0.3,0.18
1603791183.5772176,0.3,0.3
1603791184.0788858,0.3,0.3
1603791184.5805082,0.3,0.18
1603791185.0829384,0.18,0.3
1603791185.585164,0.3,0.3
1603791186.087597,0.3,0.18
1603791186.5906281,0.3,0.3
1603791187.0930471,0.3,0.3
1603791187.5958896,0.3,0.3
1603791188.097429,0.3,0.3
1603791188.599082,0.3,0.3
1603791189.100658,0.3,0.18
1603791189.6021433,0.3,0.18
1603791190.1036859,0.3,0.18
1603791190.6052423,0.3,0.144
1603791191.10679,0.3,0.18
1603791191.6083589,0.3,0.144
1603791192.1099904,0.3,0.18
1603791192.6115484,0.3,0.18
1603791193.113364,0.3,0.18
1603791193.6150317,0.3,0.0375
1603791194.1166744,0.3,0.144
1603791194.6186306,0.3,0.144
1603791195.120353,0.3,0.144
1603791195.6222894,0.3,0.144
1603791196.1239927,0.3,0.144
1603791196.6258824,0.3,0.144
1603791197.1274571,0.3,0.18
1603791197.6291838,0.3,0.144
1603791198.1308815,0.3,0.3
1603791198.6324396,0.3,0.144
1603791199.1340444,0.3,0.18
1603791199.6356745,0.3,0.3
1603791200.1373084,0.3,0.3
1603791200.639101,0.3,0.144
1603791201.1408203,0.3,0.3
1603791201.6424518,0.3,0.3
1603791202.144605,0.3,0.3
1603791202.6469138,0.3,0.3
1603791203.1495125,0.3,0.3
1603791203.6516256,0.3,0.3
1603791204.1535044,0.3,0.3
1603791204.6550822,0.3,0.3
1603791205.156642,0.3,0.0375
1603791205.6592634,0.3,0.144
1603791206.1607969,0.3,0.18
1603791206.6623316,0.3,0.144
1603791207.163925,0.3,0.144
1603791207.6655798,0.3,0.144
1603791208.1670723,0.3,0.144
1603791208.6686687,0.3,0.144
1603791209.1706595,0.3,0.0375
1603791209.6721935,0.3,0.144
1603791210.1738498,0.3,0.0375
1603791210.6758828,0.3,0.18
1603791211.1774802,0.3,0.144
1603791211.6797345,0.3,0.144
1603791212.1815753,0.3,0.3
1603791212.6833227,0.3,0.0375
1603791213.1850014,0.3,0.18
1603791213.6867633,0.3,0.3
1603791214.1884606,0.3,0.3
1603791214.690079,0.3,0.18
1603791215.1916997,0.3,0.18
1603791215.6934383,0.18,0.3
1603791216.1950977,0.18,0.3
1603791216.6967134,0.3,0.18
1603791217.198737,0.3,0.18
1603791217.700386,0.3,0.3
1603791218.2020307,0.3,0.3
1603791218.7036843,0.3,0.3
1603791219.2054565,0.18,0.3
