1603791092.30377412,0.04392000,-0.00256200,1.00528000,0.59570366,-0.38201247,0.21126000,0.51481500,-0.08377250,-0.81145864,-1.25884244,-0.45746858
1603791092.36712623,0.03745400,-0.01024800,1.02943600,0.39813443,0.10191584,0.98126000,0.23481500,-0.43377250,-0.79201988,-1.28076586,-0.45819936
1603791092.42998981,0.04343200,-0.00414800,0.99564200,0.25365208,-0.38753748,0.49126000,0.61981500,-0.50377250,-0.78515054,-1.27155802,-0.45600702
1603791092.49260044,0.03525800,-0.00109800,1.02602000,2.43363554,0.15667708,0.66626000,-0.74518500,0.33622750,-0.78515054,-1.27155802,-0.45600702
1603791092.55413651,0.03672200,-0.00402600,1.01870000,0.51618212,0.35199887,-0.80374000,0.19981500,0.02122750,-0.78471207,-1.27360421,-0.45147618
1603791092.61704469,0.04050400,-0.02244800,1.03041200,-2.31159750,-0.16852352,-0.48874000,-0.46518500,0.75622750,-0.78471207,-1.27360421,-0.45147618
1603791092.68021822,0.03623400,-0.02415600,1.00137600,-0.60246475,0.11777556,-0.76874000,0.68981500,-0.74877250,-0.75869629,-1.28105817,-0.46229173
1603791092.74293804,0.04038200,-0.01549400,1.02236000,-0.15236241,-0.19738515,-0.38374000,0.30481500,0.40622750,-0.76351944,-1.26819643,-0.45878398
1603791092.80551577,0.03830800,0.00195200,0.99954600,0.85455173,-0.06389546,0.31626000,-0.15018500,0.16122750,-0.76351944,-1.26819643,-0.45878398
1603791092.86810088,0.02574200,-0.00414800,1.03102200,0.49721970,0.61305381,0.42126000,0.40981500,0.33622750,-0.75796551,-1.24788074,-0.44723765
1603791092.93072867,0.03208600,-0.00463600,1.02516600,0.48355249,0.22701706,-0.17374000,0.12981500,-0.01377250,-0.74495761,-1.25898860,-0.44840690
1603791092.99276304,0.04026000,-0.01878800,1.02846000,0.49135261,-0.74385765,0.56126000,-0.15018500,0.61622750,-0.74495761,-1.25898860,-0.44840690
1603791093.05418229,0.04148000,-0.00658800,1.02553200,0.31481258,1.01787733,1.05126000,-0.36018500,-0.81877250,-0.74627302,-1.24159602,-0.45425314
1603791093.11706614,0.03098800,-0.01744600,1.02333600,-1.11236348,-0.04808981,0.35126000,-0.46518500,-0.29377250,-0.75928091,-1.23560362,-0.44796843
1603791093.17977524,0.04050400,-0.01964200,1.01674800,-1.34148246,-0.29942343,-0.24374000,-0.08018500,-0.22377250,-0.75928091,-1.23560362,-0.44796843
1603791093.24133015,0.03684400,0.00061000,1.03456000,0.77668165,0.07103423,-0.31374000,0.40981500,-0.08377250,-0.74948845,-1.23867290,-0.44036831
1603791093.30377984,0.04648200,0.00305000,1.02138400,1.21049141,-0.44945232,0.00126000,0.23481500,-1.93877250,-0.74948845,-1.23867290,-0.44036831
1603791093.36636209,0.04001600,-0.01342000,1.01467400,-0.02217383,-0.14521277,-0.62874000,-0.39518500,-0.29377250,-0.75021923,-1.23443438,-0.45907629
1603791093.42804193,0.05746200,-0.01549400,1.00015600,-0.14280911,-1.91092109,-1.36374000,-0.18518500,-2.95377250,-0.77418883,-1.25781935,-0.43978369
1603791093.48947906,0.03452600,-0.01000400,1.03358400,1.05193945,0.06118795,0.21126000,0.26981500,-6.80377250,-0.77418883,-1.25781935,-0.43978369
1603791093.55223155,0.04709200,-0.02281400,0.97770800,0.29655573,-0.98772349,0.63126000,-0.25518500,-8.13377250,-0.73574978,-1.27287343,-0.46229173
1603791093.61504388,0.05721800,-0.02976800,1.01613800,-0.54298298,-0.36088173,0.31626000,0.09481500,-7.08377250,-0.73721134,-1.28398129,-0.44723765
1603791093.67763281,0.03269600,0.00756400,1.01272200,1.08625774,0.62968798,0.14126000,-1.79518500,-6.73377250,-0.73721134,-1.28398129,-0.44723765
1603791093.74069023,0.05270400,-0.02964600,1.01186800,-0.58614590,-0.08849513,-1.04874000,0.54981500,-7.60877250,-0.74188834,-1.27842736,-0.45191464
1603791093.80330515,0.03879600,-0.01439600,0.98417400,0.81285187,0.77773745,0.07126000,0.23481500,-9.11377250,-0.74188834,-1.27842736,-0.45191464
1603791093.86479068,0.04184600,-0.01159000,1.03614600,1.64481504,-0.28304577,1.40126000,-0.29018500,-9.21877250,-0.72814966,-1.28237357,-0.45995323
1603791093.92742729,0.04843400,-0.01195600,1.00711000,-0.35708437,-0.54349504,0.00126000,-0.22018500,-6.83877250,-0.74276527,-1.29596609,-0.45673780
1603791093.99011946,0.01769000,-0.00463600,1.00637800,0.74932308,1.14747360,0.00126000,0.86481500,-7.88877250,-0.74276527,-1.29596609,-0.45673780
1603791094.05350614,0.00963800,0.03782000,0.98002600,2.38765966,1.56550778,0.42126000,-0.53518500,-8.02877250,-0.75781935,-1.27945045,-0.42823736
