Time(ms),QR number,Center X(px),Center Z(px),width(px),height(px),Dist from camera(cm),Angle rel to camera(deg)
1603790562,32,-234,87,79,77,80.51948052,-23.4623988
1603790562,31,-155,87,79,76,81.57894737,-16.03994331
1603790562,26,5,86,76,77,80.51948052,0.531356915
1603790562,25,84,86,79,77,80.51948052,8.855849682
1603790562,21,170,86,85,78,79.48717949,17.5012399
1603790562,20,253,83,86,81,76.54320988,25.13945354
1603790562,32,-234,87,79,77,80.51948052,-23.4623988
1603790562,31,-155,87,79,77,80.51948052,-16.03994331
1603790562,26,5,86,76,77,80.51948052,0.531356915
1603790562,25,85,86,80,77,80.51948052,8.959575995
1603790562,20,253,83,86,81,76.54320988,25.13945354
1603790562,21,171,86,84,78,79.48717949,17.59785176
1603790562,32,-234,87,79,77,80.51948052,-23.4623988
1603790562,31,-155,87,79,76,81.57894737,-16.03994331
1603790562,26,5,86,76,77,80.51948052,0.531356915
1603790562,25,84,86,79,77,80.51948052,8.855849682
1603790562,20,252,83,87,81,76.54320988,25.05229683
1603790562,21,170,86,85,78,79.48717949,17.5012399
1603790563,27,-75,87,77,77,80.51948052,-7.91975449
1603790563,32,-234,87,79,77,80.51948052,-23.4623988
1603790563,26,5,86,76,77,80.51948052,0.531356915
1603790563,25,84,86,79,77,80.51948052,8.855849682
1603790563,20,253,83,86,81,76.54320988,25.13945354
1603790563,21,170,86,85,78,79.48717949,17.5012399
1603790563,32,-234,87,79,77,80.51948052,-23.4623988
1603790563,31,-155,87,79,76,81.57894737,-16.03994331
1603790563,26,5,86,76,77,80.51948052,0.531356915
1603790563,25,85,86,80,77,80.51948052,8.959575995
1603790563,20,252,83,87,81,76.54320988,25.05229683
1603790563,21,170,86,85,78,79.48717949,17.5012399
1603790564,32,-234,87,79,76,81.57894737,-23.4623988
1603790564,31,-155,87,79,76,81.57894737,-16.03994331
1603790564,26,5,86,76,77,80.51948052,0.531356915
1603790564,25,85,86,80,77,80.51948052,8.959575995
1603790564,20,253,83,86,81,76.54320988,25.13945354
1603790564,21,171,86,84,78,79.48717949,17.59785176
1603790564,27,-75,87,77,77,80.51948052,-7.91975449
1603790564,32,-234,87,79,76,81.57894737,-23.4623988
1603790564,26,5,86,76,77,80.51948052,0.531356915
1603790564,25,85,86,80,77,80.51948052,8.959575995
1603790564,20,253,84,86,80,77.5,25.13945354
1603790564,21,171,86,84,78,79.48717949,17.59785176
1603790564,32,-234,87,79,76,81.57894737,-23.4623988
1603790564,31,-155,87,79,76,81.57894737,-16.03994331
1603790564,26,5,86,76,77,80.51948052,0.531356915
1603790564,25,85,86,80,77,80.51948052,8.959575995
1603790564,20,252,83,87,81,76.54320988,25.05229683
1603790564,21,171,86,84,78,79.48717949,17.59785176
1603790565,32,-234,87,79,76,81.57894737,-23.4623988
1603790565,31,-155,87,79,77,80.51948052,-16.03994331
1603790565,26,5,86,76,77,80.51948052,0.531356915
1603790565,25,84,86,79,77,80.51948052,8.855849682
1603790565,20,253,83,86,81,76.54320988,25.13945354
1603790565,21,171,86,84,78,79.48717949,17.59785176
1603790565,27,-75,87,77,77,80.51948052,-7.91975449
1603790565,32,-234,87,79,76,81.57894737,-23.4623988
1603790565,31,-154,87,78,76,81.57894737,-15.9417342
1603790565,26,5,86,76,77,80.51948052,0.531356915
1603790565,25,85,86,80,77,80.51948052,8.959575995
1603790565,20,252,83,87,81,76.54320988,25.05229683
1603790565,21,170,86,85,78,79.48717949,17.5012399
1603790566,32,-234,87,79,77,80.51948052,-23.4623988
1603790566,26,5,86,76,77,80.51948052,0.531356915
1603790566,25,84,86,79,77,80.51948052,8.855849682
1603790566,20,252,83,87,81,76.54320988,25.05229683
1603790566,31,-155,87,79,77,80.51948052,-16.03994331
1603790566,21,171,86,84,78,79.48717949,17.59785176
1603790566,27,-75,87,77,77,80.51948052,-7.91975449
1603790566,32,-234,87,79,76,81.57894737,-23.4623988
1603790566,31,-154,87,78,77,80.51948052,-15.9417342
1603790566,26,5,86,76,77,80.51948052,0.531356915
1603790566,25,85,86,80,77,80.51948052,8.959575995
1603790566,20,252,83,87,81,76.54320988,25.05229683
1603790566,21,171,86,84,78,79.48717949,17.59785176
1603790566,27,-75,87,77,77,80.51948052,-7.91975449
1603790566,31,-155,87,79,76,81.57894737,-16.03994331
1603790566,26,5,86,76,77,80.51948052,0.531356915
1603790566,25,85,86,80,77,80.51948052,8.959575995
1603790566,20,252,83,87,81,76.54320988,25.05229683
1603790566,32,-234,87,79,77,80.51948052,-23.4623988
1603790566,21,170,86,85,78,79.48717949,17.5012399
1603790567,27,-75,87,77,77,80.51948052,-7.91975449
1603790567,32,-234,87,79,77,80.51948052,-23.4623988
1603790567,31,-155,87,79,77,80.51948052,-16.03994331
1603790567,26,5,86,76,77,80.51948052,0.531356915
1603790567,25,85,86,80,77,80.51948052,8.959575995
1603790567,20,252,83,87,81,76.54320988,25.05229683
1603790567,21,171,86,84,78,79.48717949,17.59785176
1603790567,31,-155,87,79,76,81.57894737,-16.03994331
1603790567,26,5,86,76,77,80.51948052,0.531356915
1603790567,25,85,86,80,77,80.51948052,8.959575995
1603790567,20,253,83,86,81,76.54320988,25.13945354
1603790567,32,-234,87,79,76,81.57894737,-23.4623988
1603790567,21,170,86,85,78,79.48717949,17.5012399
1603790568,27,-75,87,77,77,80.51948052,-7.91975449
1603790568,32,-234,87,79,76,81.57894737,-23.4623988
1603790568,31,-155,87,79,76,81.57894737,-16.03994331
1603790568,26,5,86,76,77,80.51948052,0.531356915
1603790568,25,85,86,80,77,80.51948052,8.959575995
1603790568,20,253,84,86,80,77.5,25.13945354
1603790568,21,171,86,84,78,79.48717949,17.59785176
1603790568,32,-234,87,79,76,81.57894737,-23.4623988
1603790568,31,-155,87,79,76,81.57894737,-16.03994331
1603790568,26,5,86,76,77,80.51948052,0.531356915
1603790568,25,84,86,79,77,80.51948052,8.855849682
1603790568,20,253,83,86,81,76.54320988,25.13945354
1603790568,21,170,86,85,78,79.48717949,17.5012399
1603790568,32,-234,87,79,77,80.51948052,-23.4623988
1603790568,31,-155,87,79,77,80.51948052,-16.03994331
1603790568,26,5,86,76,77,80.51948052,0.531356915
1603790568,25,85,86,80,77,80.51948052,8.959575995
1603790568,20,253,83,86,81,76.54320988,25.13945354
1603790568,21,171,85,84,79,78.48101266,17.59785176
1603790569,27,-75,87,77,77,80.51948052,-7.91975449
1603790569,32,-234,87,79,76,81.57894737,-23.4623988
1603790569,31,-155,87,79,77,80.51948052,-16.03994331
1603790569,26,5,86,76,77,80.51948052,0.531356915
1603790569,25,84,86,79,77,80.51948052,8.855849682
1603790569,20,253,83,86,81,76.54320988,25.13945354
1603790569,21,171,86,84,78,79.48717949,17.59785176
1603790569,27,-75,87,77,77,80.51948052,-7.91975449
1603790569,32,-234,87,79,77,80.51948052,-23.4623988
1603790569,31,-155,87,79,77,80.51948052,-16.03994331
1603790569,26,5,86,76,77,80.51948052,0.531356915
1603790569,25,84,86,79,77,80.51948052,8.855849682
1603790569,20,252,83,87,81,76.54320988,25.05229683
1603790569,21,171,86,84,78,79.48717949,17.59785176
1603790570,27,-75,87,77,77,80.51948052,-7.91975449
1603790570,32,-234,87,79,76,81.57894737,-23.4623988
1603790570,31,-155,87,79,77,80.51948052,-16.03994331
1603790570,26,5,86,76,77,80.51948052,0.531356915
1603790570,25,84,86,79,77,80.51948052,8.855849682
1603790570,20,252,83,87,81,76.54320988,25.05229683
1603790570,21,171,86,84,78,79.48717949,17.59785176
1603790570,31,-155,87,79,76,81.57894737,-16.03994331
1603790570,26,5,86,76,77,80.51948052,0.531356915
1603790570,25,84,86,79,77,80.51948052,8.855849682
1603790570,20,253,83,86,81,76.54320988,25.13945354
1603790570,32,-234,87,79,77,80.51948052,-23.4623988
1603790570,21,170,86,85,78,79.48717949,17.5012399
1603790570,32,-234,87,79,77,80.51948052,-23.4623988
1603790570,26,5,86,76,77,80.51948052,0.531356915
1603790570,25,84,86,79,77,80.51948052,8.855849682
1603790570,31,-155,87,79,77,80.51948052,-16.03994331
1603790570,20,252,83,87,81,76.54320988,25.05229683
1603790570,21,171,86,84,78,79.48717949,17.59785176
1603790571,27,-75,87,77,77,80.51948052,-7.91975449
1603790571,32,-234,87,79,76,81.57894737,-23.4623988
1603790571,31,-155,87,79,76,81.57894737,-16.03994331
1603790571,26,5,86,76,77,80.51948052,0.531356915
1603790571,25,84,86,79,77,80.51948052,8.855849682
1603790571,20,252,83,87,81,76.54320988,25.05229683
1603790571,21,170,86,85,78,79.48717949,17.5012399
1603790571,32,-234,87,79,77,80.51948052,-23.4623988
1603790571,26,5,86,76,77,80.51948052,0.531356915
1603790571,25,84,86,79,77,80.51948052,8.855849682
1603790571,31,-155,87,79,76,81.57894737,-16.03994331
1603790571,20,253,84,86,80,77.5,25.13945354
1603790571,21,171,86,84,78,79.48717949,17.59785176
1603790572,32,-234,87,79,77,80.51948052,-23.4623988
1603790572,31,-155,87,79,76,81.57894737,-16.03994331
1603790572,26,5,86,76,77,80.51948052,0.531356915
1603790572,25,84,86,79,77,80.51948052,8.855849682
1603790572,20,252,83,87,81,76.54320988,25.05229683
1603790572,21,171,86,84,78,79.48717949,17.59785176
1603790572,32,-234,87,79,77,80.51948052,-23.4623988
1603790572,31,-155,87,79,76,81.57894737,-16.03994331
1603790572,26,5,86,76,77,80.51948052,0.531356915
1603790572,25,85,86,80,77,80.51948052,8.959575995
1603790572,20,253,83,86,81,76.54320988,25.13945354
1603790572,21,170,86,85,78,79.48717949,17.5012399
1603790573,32,-234,87,79,77,80.51948052,-23.4623988
1603790573,26,5,86,76,77,80.51948052,0.531356915
1603790573,25,85,86,80,77,80.51948052,8.959575995
1603790573,20,252,83,87,81,76.54320988,25.05229683
1603790573,21,171,86,84,78,79.48717949,17.59785176
1603790573,27,-75,87,77,78,79.48717949,-7.91975449
1603790573,32,-234,87,79,76,81.57894737,-23.4623988
1603790573,31,-155,87,79,77,80.51948052,-16.03994331
1603790573,26,5,86,76,77,80.51948052,0.531356915
1603790573,25,85,86,80,77,80.51948052,8.959575995
1603790573,20,253,83,86,81,76.54320988,25.13945354
1603790573,21,171,86,84,78,79.48717949,17.59785176
1603790573,32,-234,87,79,77,80.51948052,-23.4623988
1603790573,31,-155,87,79,76,81.57894737,-16.03994331
1603790573,26,5,86,76,77,80.51948052,0.531356915
1603790573,25,85,86,80,77,80.51948052,8.959575995
1603790573,20,253,83,86,81,76.54320988,25.13945354
1603790573,21,171,86,84,78,79.48717949,17.59785176
1603790574,32,-234,87,79,77,80.51948052,-23.4623988
1603790574,31,-155,87,79,77,80.51948052,-16.03994331
1603790574,26,5,86,76,77,80.51948052,0.531356915
1603790574,25,84,86,81,77,80.51948052,8.855849682
1603790574,20,253,83,86,81,76.54320988,25.13945354
1603790574,21,171,86,84,78,79.48717949,17.59785176
1603790574,32,-234,87,79,77,80.51948052,-23.4623988
1603790574,26,5,86,76,77,80.51948052,0.531356915
1603790574,25,84,86,79,77,80.51948052,8.855849682
1603790574,31,-155,87,79,77,80.51948052,-16.03994331
1603790574,20,252,83,87,81,76.54320988,25.05229683
1603790574,21,170,86,85,78,79.48717949,17.5012399
1603790575,27,-75,87,77,78,79.48717949,-7.91975449
1603790575,32,-234,87,79,76,81.57894737,-23.4623988
1603790575,31,-155,87,79,77,80.51948052,-16.03994331
1603790575,26,5,86,76,77,80.51948052,0.531356915
1603790575,25,85,86,80,77,80.51948052,8.959575995
1603790575,20,253,83,86,81,76.54320988,25.13945354
1603790575,21,171,86,84,78,79.48717949,17.59785176
1603790575,32,-234,87,79,76,81.57894737,-23.4623988
1603790575,31,-154,87,78,76,81.57894737,-15.9417342
1603790575,26,5,86,76,77,80.51948052,0.531356915
1603790575,25,85,86,80,77,80.51948052,8.959575995
1603790575,20,253,83,86,81,76.54320988,25.13945354
1603790575,21,170,86,85,78,79.48717949,17.5012399
1603790576,27,-75,87,77,77,80.51948052,-7.91975449
1603790576,32,-234,87,79,77,80.51948052,-23.4623988
1603790576,31,-155,87,79,77,80.51948052,-16.03994331
1603790576,26,5,86,76,77,80.51948052,0.531356915
1603790576,25,85,86,80,77,80.51948052,8.959575995
1603790576,20,252,83,87,81,76.54320988,25.05229683
1603790576,21,170,86,85,78,79.48717949,17.5012399
1603790576,32,-234,87,79,76,81.57894737,-23.4623988
1603790576,26,5,86,76,77,80.51948052,0.531356915
1603790576,25,84,86,79,77,80.51948052,8.855849682
1603790576,20,253,83,87,81,76.54320988,25.13945354
1603790576,31,-155,87,79,77,80.51948052,-16.03994331
1603790576,21,171,86,84,78,79.48717949,17.59785176
1603790576,31,-155,87,79,77,80.51948052,-16.03994331
1603790576,26,5,86,76,77,80.51948052,0.531356915
1603790576,25,84,86,79,77,80.51948052,8.855849682
1603790576,20,252,83,87,81,76.54320988,25.05229683
1603790576,32,-234,87,79,77,80.51948052,-23.4623988
1603790576,21,170,86,85,78,79.48717949,17.5012399
1603790577,31,-155,87,79,77,80.51948052,-16.03994331
1603790577,26,5,86,76,77,80.51948052,0.531356915
1603790577,25,85,86,80,77,80.51948052,8.959575995
1603790577,20,252,83,87,81,76.54320988,25.05229683
1603790577,32,-234,87,79,77,80.51948052,-23.4623988
1603790577,21,171,86,84,78,79.48717949,17.59785176
1603790577,32,-234,87,79,77,80.51948052,-23.4623988
1603790577,31,-155,87,79,76,81.57894737,-16.03994331
1603790577,26,5,86,76,77,80.51948052,0.531356915
1603790577,25,85,86,80,77,80.51948052,8.959575995
1603790577,20,253,83,86,81,76.54320988,25.13945354
1603790577,21,171,86,84,78,79.48717949,17.59785176
1603790578,32,-234,87,79,76,81.57894737,-23.4623988
1603790578,31,-155,87,79,77,80.51948052,-16.03994331
1603790578,26,5,86,76,77,80.51948052,0.531356915
1603790578,25,85,86,80,77,80.51948052,8.959575995
1603790578,20,253,83,86,81,76.54320988,25.13945354
1603790578,21,171,86,84,78,79.48717949,17.59785176
1603790578,32,-234,87,79,77,80.51948052,-23.4623988
1603790578,26,5,86,76,77,80.51948052,0.531356915
1603790578,25,85,86,80,77,80.51948052,8.959575995
1603790578,31,-155,87,79,76,81.57894737,-16.03994331
1603790578,20,252,83,87,81,76.54320988,25.05229683
1603790578,21,171,86,84,78,79.48717949,17.59785176
1603790579,32,-234,87,79,77,80.51948052,-23.4623988
1603790579,26,5,86,76,77,80.51948052,0.531356915
1603790579,25,85,86,80,77,80.51948052,8.959575995
1603790579,20,253,83,87,81,76.54320988,25.13945354
1603790579,21,170,85,85,79,78.48101266,17.5012399
1603790579,32,-234,87,79,77,80.51948052,-23.4623988
1603790579,31,-155,87,79,76,81.57894737,-16.03994331
1603790579,26,5,86,76,77,80.51948052,0.531356915
1603790579,25,85,86,80,77,80.51948052,8.959575995
1603790579,20,253,83,86,81,76.54320988,25.13945354
1603790579,21,171,86,84,78,79.48717949,17.59785176
1603790579,32,-234,87,79,76,81.57894737,-23.4623988
1603790579,31,-155,87,79,77,80.51948052,-16.03994331
1603790579,26,5,86,76,77,80.51948052,0.531356915
1603790579,25,85,86,80,77,80.51948052,8.959575995
1603790579,20,252,83,87,81,76.54320988,25.05229683
1603790579,21,171,86,84,78,79.48717949,17.59785176
1603790580,27,-75,87,77,77,80.51948052,-7.91975449
1603790580,32,-234,87,79,76,81.57894737,-23.4623988
1603790580,31,-155,87,79,77,80.51948052,-16.03994331
1603790580,26,5,86,76,77,80.51948052,0.531356915
1603790580,25,85,86,80,77,80.51948052,8.959575995
1603790580,20,253,83,86,81,76.54320988,25.13945354
1603790580,21,170,86,85,78,79.48717949,17.5012399
1603790580,31,-155,87,79,76,81.57894737,-16.03994331
1603790580,26,5,86,76,77,80.51948052,0.531356915
1603790580,25,84,86,79,77,80.51948052,8.855849682
1603790580,20,252,83,87,81,76.54320988,25.05229683
1603790580,32,-234,87,79,76,81.57894737,-23.4623988
1603790580,21,170,86,85,78,79.48717949,17.5012399
1603790581,32,-234,87,79,77,80.51948052,-23.4623988
1603790581,31,-155,87,79,76,81.57894737,-16.03994331
1603790581,26,5,86,76,77,80.51948052,0.531356915
1603790581,25,84,86,79,77,80.51948052,8.855849682
1603790581,20,253,83,86,81,76.54320988,25.13945354
1603790581,21,171,86,84,78,79.48717949,17.59785176
1603790581,32,-234,87,79,76,81.57894737,-23.4623988
1603790581,31,-155,87,79,77,80.51948052,-16.03994331
1603790581,26,5,86,76,77,80.51948052,0.531356915
1603790581,25,85,86,80,77,80.51948052,8.959575995
1603790581,20,253,83,86,81,76.54320988,25.13945354
1603790581,21,171,86,84,78,79.48717949,17.59785176
1603790582,32,-234,87,79,76,81.57894737,-23.4623988
1603790582,31,-154,87,78,76,81.57894737,-15.9417342
1603790582,26,5,86,76,77,80.51948052,0.531356915
1603790582,25,84,86,81,77,80.51948052,8.855849682
1603790582,20,253,83,86,81,76.54320988,25.13945354
1603790582,21,170,85,85,79,78.48101266,17.5012399
1603790582,32,-234,87,79,77,80.51948052,-23.4623988
1603790582,31,-155,87,79,77,80.51948052,-16.03994331
1603790582,26,5,86,76,77,80.51948052,0.531356915
1603790582,25,85,86,80,77,80.51948052,8.959575995
1603790582,20,253,83,86,81,76.54320988,25.13945354
1603790582,21,171,86,84,78,79.48717949,17.59785176
1603790583,31,-155,87,79,77,80.51948052,-16.03994331
1603790583,26,5,86,76,77,80.51948052,0.531356915
1603790583,25,84,86,79,77,80.51948052,8.855849682
1603790583,20,253,83,86,81,76.54320988,25.13945354
1603790583,32,-234,87,79,77,80.51948052,-23.4623988
1603790583,21,171,86,84,78,79.48717949,17.59785176
1603790583,32,-234,87,79,77,80.51948052,-23.4623988
1603790583,26,5,86,76,77,80.51948052,0.531356915
1603790583,25,85,86,80,77,80.51948052,8.959575995
1603790583,31,-155,87,79,76,81.57894737,-16.03994331
1603790583,20,253,83,86,81,76.54320988,25.13945354
1603790583,21,170,86,85,78,79.48717949,17.5012399
1603790584,26,5,86,76,77,80.51948052,0.531356915
1603790584,25,84,86,79,77,80.51948052,8.855849682
1603790584,20,252,83,87,81,76.54320988,25.05229683
1603790584,21,171,86,84,78,79.48717949,17.59785176
1603790584,27,-75,87,77,77,80.51948052,-7.91975449
1603790584,32,-234,87,79,76,81.57894737,-23.4623988
1603790584,31,-155,87,79,77,80.51948052,-16.03994331
1603790584,26,5,86,76,77,80.51948052,0.531356915
1603790584,25,84,86,79,77,80.51948052,8.855849682
1603790584,20,253,83,86,81,76.54320988,25.13945354
1603790584,21,171,86,84,78,79.48717949,17.59785176
1603790585,27,-75,87,77,77,80.51948052,-7.91975449
1603790585,32,-234,87,79,76,81.57894737,-23.4623988
1603790585,26,5,86,76,77,80.51948052,0.531356915
1603790585,25,85,86,80,77,80.51948052,8.959575995
1603790585,20,252,83,87,81,76.54320988,25.05229683
1603790585,21,171,86,84,78,79.48717949,17.59785176
1603790585,32,-234,87,79,77,80.51948052,-23.4623988
1603790585,31,-155,87,79,77,80.51948052,-16.03994331
1603790585,26,5,86,76,77,80.51948052,0.531356915
1603790585,25,84,86,79,77,80.51948052,8.855849682
1603790585,20,252,83,87,81,76.54320988,25.05229683
1603790585,21,170,86,85,78,79.48717949,17.5012399
1603790586,27,-75,87,77,77,80.51948052,-7.91975449
1603790586,32,-234,87,79,77,80.51948052,-23.4623988
1603790586,31,-155,87,79,76,81.57894737,-16.03994331
1603790586,26,5,86,76,77,80.51948052,0.531356915
1603790586,25,85,86,80,77,80.51948052,8.959575995
1603790586,20,252,83,87,81,76.54320988,25.05229683
1603790586,21,170,86,85,78,79.48717949,17.5012399
1603790586,31,-155,87,79,77,80.51948052,-16.03994331
1603790586,26,5,86,76,77,80.51948052,0.531356915
1603790586,25,85,86,80,77,80.51948052,8.959575995
1603790586,20,253,83,86,81,76.54320988,25.13945354
1603790586,21,170,86,85,78,79.48717949,17.5012399
1603790587,27,-75,87,77,77,80.51948052,-7.91975449
1603790587,31,-155,87,79,76,81.57894737,-16.03994331
1603790587,26,5,86,76,77,80.51948052,0.531356915
1603790587,25,85,86,80,77,80.51948052,8.959575995
1603790587,20,253,83,86,81,76.54320988,25.13945354
1603790587,32,-234,87,79,77,80.51948052,-23.4623988
1603790587,21,170,86,85,78,79.48717949,17.5012399
1603790587,27,-75,87,77,77,80.51948052,-7.91975449
1603790587,32,-234,87,79,77,80.51948052,-23.4623988
1603790587,31,-155,87,79,77,80.51948052,-16.03994331
1603790587,26,5,86,76,77,80.51948052,0.531356915
1603790587,25,84,86,79,77,80.51948052,8.855849682
1603790587,20,252,83,87,81,76.54320988,25.05229683
1603790587,21,171,86,84,78,79.48717949,17.59785176
1603790588,32,-234,87,79,76,81.57894737,-23.4623988
1603790588,26,5,86,76,77,80.51948052,0.531356915
1603790588,25,84,86,79,77,80.51948052,8.855849682
1603790588,20,253,83,86,81,76.54320988,25.13945354
1603790588,21,171,86,84,78,79.48717949,17.59785176
1603790588,31,-155,87,79,76,81.57894737,-16.03994331
1603790588,26,5,86,76,77,80.51948052,0.531356915
1603790588,25,84,86,80,77,80.51948052,8.855849682
1603790588,20,253,83,86,81,76.54320988,25.13945354
1603790588,32,-234,87,79,76,81.57894737,-23.4623988
1603790588,21,170,86,85,78,79.48717949,17.5012399
1603790588,27,-75,87,77,77,80.51948052,-7.91975449
1603790588,32,-234,87,79,76,81.57894737,-23.4623988
1603790588,31,-155,87,79,77,80.51948052,-16.03994331
1603790588,26,5,86,76,77,80.51948052,0.531356915
1603790588,25,85,86,80,77,80.51948052,8.959575995
1603790588,20,253,83,86,81,76.54320988,25.13945354
1603790588,21,170,86,85,78,79.48717949,17.5012399
1603790589,27,-75,87,77,77,80.51948052,-7.91975449
1603790589,32,-234,87,79,76,81.57894737,-23.4623988
1603790589,31,-154,87,78,76,81.57894737,-15.9417342
1603790589,26,5,86,76,77,80.51948052,0.531356915
1603790589,25,84,86,79,77,80.51948052,8.855849682
1603790589,20,252,83,87,81,76.54320988,25.05229683
1603790589,21,171,86,84,78,79.48717949,17.59785176
1603790589,27,-75,87,77,77,80.51948052,-7.91975449
1603790589,32,-234,87,79,77,80.51948052,-23.4623988
1603790589,26,5,86,76,77,80.51948052,0.531356915
1603790589,25,84,86,79,77,80.51948052,8.855849682
1603790589,20,253,83,86,81,76.54320988,25.13945354
1603790589,21,170,86,85,78,79.48717949,17.5012399
1603790590,27,-75,87,77,77,80.51948052,-7.91975449
1603790590,31,-154,87,78,76,81.57894737,-15.9417342
1603790590,26,5,86,76,77,80.51948052,0.531356915
1603790590,25,84,86,80,77,80.51948052,8.855849682
1603790590,20,252,83,87,81,76.54320988,25.05229683
1603790590,32,-234,87,79,76,81.57894737,-23.4623988
1603790590,21,170,86,85,78,79.48717949,17.5012399
1603790590,32,-234,87,79,76,81.57894737,-23.4623988
1603790590,25,85,86,80,77,80.51948052,8.959575995
1603790590,20,253,83,86,81,76.54320988,25.13945354
1603790590,21,170,86,85,78,79.48717949,17.5012399
1603790591,27,-75,87,77,77,80.51948052,-7.91975449
1603790591,31,-155,87,79,76,81.57894737,-16.03994331
1603790591,26,5,86,76,77,80.51948052,0.531356915
